decada,nome_regiao,estado,nome_estado,urbano_rural,grupo_etario,sexid,saldo_migratorio,saldo_migratorio_indireto,populacao_t,populacao_t_10,taxa_liquida_migracao,taxa_liquida_migracao_ind
1960-1970,Brasil,Brasil,Brasil,Rural,20-24,Homens,-642760.190794213,0,1674126,1758779,-0.365458190479994,0
1960-1970,Brasil,Brasil,Brasil,Rural,20-24,Mulheres,-735502.090113349,0,1663957,1686507,-0.436109716777546,0
1960-1970,Brasil,Brasil,Brasil,Rural,20-24,Total,-1378262.28090756,0,3338083,3445286,-0.400042922679731,0
1960-1970,Brasil,Brasil,Brasil,Rural,25-29,Homens,-497400.218505145,0,1345824,1367366,-0.363765238059996,0
1960-1970,Brasil,Brasil,Brasil,Rural,25-29,Mulheres,-505199.391506051,0,1325089,1316643,-0.383702637317824,0
1960-1970,Brasil,Brasil,Brasil,Rural,25-29,Total,-1002599.6100112,0,2670913,2684009,-0.373545546982591,0
1960-1970,Brasil,Brasil,Brasil,Rural,30-34,Homens,-397838.347072347,0,1147073,1160114,-0.342930390523989,0
1960-1970,Brasil,Brasil,Brasil,Rural,30-34,Mulheres,-380741.546735497,0,1071818,1095058,-0.347690758604108,0
1960-1970,Brasil,Brasil,Brasil,Rural,30-34,Total,-778579.893807845,0,2218891,2255172,-0.34524191228334,0
1960-1970,Brasil,Brasil,Brasil,Rural,35-39,Homens,-303051.739995415,0,1022979,1026145,-0.295330328555336,0
1960-1970,Brasil,Brasil,Brasil,Rural,35-39,Mulheres,-289640.263322975,0,970832,987423,-0.293329468042546,0
1960-1970,Brasil,Brasil,Brasil,Rural,35-39,Total,-592692.003318389,0,1993811,2013568,-0.29434913711302,0
1960-1970,Brasil,Brasil,Brasil,Rural,40-44,Homens,-228327.615514219,0,882136,942069,-0.24236825064217,0
1960-1970,Brasil,Brasil,Brasil,Rural,40-44,Mulheres,-229635.72078388,0,768442,839038,-0.273689297485787,0
1960-1970,Brasil,Brasil,Brasil,Rural,40-44,Total,-457963.336298098,0,1650578,1781107,-0.257122865890763,0
1960-1970,Brasil,Brasil,Brasil,Rural,45-49,Homens,-183939.456401712,0,732798,749684,-0.24535598519071,0
1960-1970,Brasil,Brasil,Brasil,Rural,45-49,Mulheres,-198718.64095449,0,627533,658338,-0.301848960495201,0
1960-1970,Brasil,Brasil,Brasil,Rural,45-49,Total,-382658.097356202,0,1360331,1408022,-0.271769970466514,0
1960-1970,Brasil,Brasil,Brasil,Rural,50-54,Homens,-149009.00719082,0,578818,643796,-0.231453763600302,0
1960-1970,Brasil,Brasil,Brasil,Rural,50-54,Mulheres,-160948.113310677,0,492286,550001,-0.29263240123323,0
1960-1970,Brasil,Brasil,Brasil,Rural,50-54,Total,-309957.120501498,0,1071104,1193797,-0.259639721411176,0
1960-1970,Brasil,Brasil,Brasil,Rural,55-59,Homens,-113538.502382647,0,419106,498774,-0.227635166192798,0
1960-1970,Brasil,Brasil,Brasil,Rural,55-59,Mulheres,-134855.827998608,0,344072,404200,-0.333636387923326,0
1960-1970,Brasil,Brasil,Brasil,Rural,55-59,Total,-248394.330381255,0,763178,902974,-0.2750846983205,0
1960-1970,Brasil,Brasil,Brasil,Rural,60+,Homens,-217398.672390593,0,866683,982076,-0.221366444542574,0
1960-1970,Brasil,Brasil,Brasil,Rural,60+,Mulheres,-263290.443932695,0,736415,840832,-0.313130856024384,0
1960-1970,Brasil,Brasil,Brasil,Rural,60+,Total,-480689.116323288,0,1603098,1822908,-0.263693568914772,0
1960-1970,Brasil,Brasil,Brasil,Total,0-4,Homens,-150947.162671321,-452841.488013963,5636108,6969826,-0.0216572354419351,-0.0649717063258054
1960-1970,Brasil,Brasil,Brasil,Total,0-4,Mulheres,-131084.142480907,-393252.427442722,5457016,6841773,-0.0191593820024294,-0.0574781460072882
1960-1970,Brasil,Brasil,Brasil,Total,0-4,Total,-282031.305152228,-846093.915456685,11093124,13811599,-0.0204198880341247,-0.061259664102374
1960-1970,Brasil,Brasil,Brasil,Total,5-9,Homens,126264.980218915,42088.3267396383,5133656,6799851,0.0185687863188348,0.00618959543961159
1960-1970,Brasil,Brasil,Brasil,Total,5-9,Mulheres,147366.18845375,49122.0628179167,4952508,6659425,0.0221289658572249,0.00737632195240831
1960-1970,Brasil,Brasil,Brasil,Total,5-9,Total,273631.168672665,91210.3895575551,10086164,13459276,0.0203303037007834,0.00677676790026113
1960-1970,Brasil,Brasil,Brasil,Total,10-14,Homens,28124.6799839887,0,4259921,5934093,0.00473950778728758,0
1960-1970,Brasil,Brasil,Brasil,Total,10-14,Mulheres,35657.4205410547,0,4225246,5924843,0.00601828952109865,0
1960-1970,Brasil,Brasil,Brasil,Total,10-14,Total,63782.1005250434,0,8485167,11858936,0.00537839992770375,0
1960-1970,Brasil,Brasil,Brasil,Total,15-19,Homens,30794.5037486598,0,3442469,4995358,0.00616462398664115,0
1960-1970,Brasil,Brasil,Brasil,Total,15-19,Mulheres,30828.5360148807,0,3686090,5257794,0.00586339746572054,0
1960-1970,Brasil,Brasil,Brasil,Total,15-19,Total,61623.0397635405,0,7128559,10253152,0.00601015568320264,0
1960-1970,Brasil,Brasil,Brasil,Total,20-24,Homens,22719.4759711174,0,2996945,4037083,0.00562769602981099,0
1960-1970,Brasil,Brasil,Brasil,Total,20-24,Mulheres,22703.1595252903,0,3211889,4248634,0.00534363739622908,0
1960-1970,Brasil,Brasil,Brasil,Total,20-24,Total,45422.6354964077,0,6208834,8285717,0.00548204041924286,0
1960-1970,Brasil,Brasil,Brasil,Total,25-29,Homens,16242.942815993,0,2525643,3173241,0.00511872335444832,0
1960-1970,Brasil,Brasil,Brasil,Total,25-29,Mulheres,17271.7559914775,0,2672540,3330751,0.00518554403840982,0
1960-1970,Brasil,Brasil,Brasil,Total,25-29,Total,33514.6988074704,0,5198183,6503992,0.00515294280919633,0
1960-1970,Brasil,Brasil,Brasil,Total,30-34,Homens,9607.10035444191,0,2237743,2800611,0.00343035871616655,0
1960-1970,Brasil,Brasil,Brasil,Total,30-34,Mulheres,12926.4096021862,0,2246093,2864230,0.00451304874335728,0
1960-1970,Brasil,Brasil,Brasil,Total,30-34,Total,22533.5099566281,0,4483836,5664841,0.00397778330523807,0
1960-1970,Brasil,Brasil,Brasil,Total,35-39,Homens,4533.13693866562,0,1962489,2502094,0.00181173726433364,0
1960-1970,Brasil,Brasil,Brasil,Total,35-39,Mulheres,8162.43965766559,0,1977381,2587150,0.00315499281358467,0
1960-1970,Brasil,Brasil,Brasil,Total,35-39,Total,12695.5765963312,0,3939870,5089244,0.0024945898833562,0
1960-1970,Brasil,Brasil,Brasil,Total,40-44,Homens,503.245559142702,0,1650941,2288223,0.000219928546799286,0
1960-1970,Brasil,Brasil,Brasil,Total,40-44,Mulheres,3536.80806283866,0,1567339,2247310,0.00157379625545148,0
1960-1970,Brasil,Brasil,Brasil,Total,40-44,Total,4040.05362198136,0,3218280,4535533,0.000890756085774562,0
1960-1970,Brasil,Brasil,Brasil,Total,45-49,Homens,-161.362705222284,0,1387736,1795006,-0.0000898953570195775,0
1960-1970,Brasil,Brasil,Brasil,Total,45-49,Mulheres,2822.55002832414,0,1311456,1751825,0.00161120547333446,0
1960-1970,Brasil,Brasil,Brasil,Total,45-49,Total,2661.18732310184,0,2699192,3546831,0.000750300006710734,0
1960-1970,Brasil,Brasil,Brasil,Total,50-54,Homens,-1366.09292108362,0,1107144,1486348,-0.00091909359119373,0
1960-1970,Brasil,Brasil,Brasil,Total,50-54,Mulheres,130.684847314093,0,1041937,1453984,0.0000898805264116336,0
1960-1970,Brasil,Brasil,Brasil,Total,50-54,Total,-1235.40807376952,0,2149081,2940332,-0.000420159381243178,0
1960-1970,Brasil,Brasil,Brasil,Total,55-59,Homens,-3249.21854815553,0,819671,1160152,-0.00280068348643585,0
1960-1970,Brasil,Brasil,Brasil,Total,55-59,Mulheres,-2172.00117569193,0,762144,1128213,-0.00192516942784025,0
1960-1970,Brasil,Brasil,Brasil,Total,55-59,Total,-5421.21972384746,0,1581815,2288365,-0.0023690362874137,0
1960-1970,Brasil,Brasil,Brasil,Total,60+,Homens,-14208.6254069238,0,1640898,2295971,-0.00618850386478044,0
1960-1970,Brasil,Brasil,Brasil,Total,60+,Mulheres,-18546.8511164126,0,1661942,2420209,-0.00766332623191327,0
1960-1970,Brasil,Brasil,Brasil,Total,60+,Total,-32755.4765233364,0,3302840,4716180,-0.00694534061959815,0
1970-1980,Brasil,Brasil,Brasil,Urbano,0-4,Homens,239740.909132689,719222.727398066,3438975,5187168,0.0462180729702004,0.138654218910601
1970-1980,Brasil,Brasil,Brasil,Urbano,0-4,Mulheres,239333.979588745,718001.938766236,3372460,5052688,0.0473676545214637,0.142102963564391
1970-1980,Brasil,Brasil,Brasil,Urbano,0-4,Total,479074.888721434,1437224.6661643,6811435,10239856,0.046785315020195,0.140355945060585
1970-1980,Brasil,Brasil,Brasil,Urbano,5-9,Homens,474245.336226949,158081.778742316,3501047,4609826,0.102877057881783,0.034292352627261
1970-1980,Brasil,Brasil,Brasil,Urbano,5-9,Mulheres,501354.557477965,167118.185825988,3458251,4527393,0.110738024615483,0.0369126748718277
1970-1980,Brasil,Brasil,Brasil,Urbano,5-9,Total,975599.893704914,325199.964568305,6959298,9137219,0.106772081713803,0.035590693904601
1970-1980,Brasil,Brasil,Brasil,Urbano,10-14,Homens,957697.420391131,0,3131320,4493608,0.213124380317805,0
1970-1980,Brasil,Brasil,Brasil,Urbano,10-14,Mulheres,1076438.71474606,0,3245735,4582735,0.234890019768993,0
1970-1980,Brasil,Brasil,Brasil,Urbano,10-14,Total,2034136.13513719,0,6377055,9076343,0.224114066109796,0
1970-1980,Brasil,Brasil,Brasil,Urbano,15-19,Homens,991372.001542013,0,2691489,4446463,0.222957438652253,0
1970-1980,Brasil,Brasil,Brasil,Urbano,15-19,Mulheres,1213353.64489493,0,3070235,4783101,0.253675104267071,0
1970-1980,Brasil,Brasil,Brasil,Urbano,15-19,Total,2204725.64643694,0,5761724,9229564,0.238876467668131,0
1970-1980,Brasil,Brasil,Brasil,Urbano,20-24,Homens,1020623.67905922,0,2278304,4013711,0.254284296766563,0
1970-1980,Brasil,Brasil,Brasil,Urbano,20-24,Mulheres,1069793.1317545,0,2562127,4271404,0.250454682290531,0
1970-1980,Brasil,Brasil,Brasil,Urbano,20-24,Total,2090416.81081372,0,4840431,8285115,0.252309933032157,0
1970-1980,Brasil,Brasil,Brasil,Urbano,25-29,Homens,820723.072710151,0,1805875,3326305,0.246737167129939,0
1970-1980,Brasil,Brasil,Brasil,Urbano,25-29,Mulheres,752018.688688501,0,2014108,3558894,0.211306852266041,0
1970-1980,Brasil,Brasil,Brasil,Urbano,25-29,Total,1572741.76139865,0,3819983,6885199,0.228423573726577,0
1970-1980,Brasil,Brasil,Brasil,Urbano,30-34,Homens,549272.984105741,0,1640497,2700568,0.203391650980735,0
1970-1980,Brasil,Brasil,Brasil,Urbano,30-34,Mulheres,513601.105638536,0,1769172,2861097,0.179511951408336,0
1970-1980,Brasil,Brasil,Brasil,Urbano,30-34,Total,1062874.08974428,0,3409669,5561665,0.19110717559297,0
1970-1980,Brasil,Brasil,Brasil,Urbano,35-39,Homens,380303.934971431,0,1475949,2167568,0.175451905071228,0
1970-1980,Brasil,Brasil,Brasil,Urbano,35-39,Mulheres,358646.138595398,0,1599727,2314756,0.154939068565066,0
1970-1980,Brasil,Brasil,Brasil,Urbano,35-39,Total,738950.073566829,0,3075676,4482324,0.164858692403055,0
1970-1980,Brasil,Brasil,Brasil,Urbano,40-44,Homens,283118.997028927,0,1346154,1965062,0.144076368597493,0
1970-1980,Brasil,Brasil,Brasil,Urbano,40-44,Mulheres,278669.075887924,0,1408272,2057878,0.135415741792237,0
1970-1980,Brasil,Brasil,Brasil,Urbano,40-44,Total,561788.072916851,0,2754426,4022940,0.139646147572882,0
1970-1980,Brasil,Brasil,Brasil,Urbano,45-49,Homens,222566.257766752,0,1045322,1591882,0.139813288778158,0
1970-1980,Brasil,Brasil,Brasil,Urbano,45-49,Mulheres,241804.370175538,0,1093487,1704244,0.141883656433901,0
1970-1980,Brasil,Brasil,Brasil,Urbano,45-49,Total,464370.62794229,0,2138809,3296126,0.140883761100847,0
1970-1980,Brasil,Brasil,Brasil,Urbano,50-54,Homens,187086.453912828,0,842552,1398370,0.133788949929438,0
1970-1980,Brasil,Brasil,Brasil,Urbano,50-54,Mulheres,209232.378845651,0,903983,1517720,0.137859670324994,0
1970-1980,Brasil,Brasil,Brasil,Urbano,50-54,Total,396318.832758478,0,1746535,2916090,0.135907613536783,0
1970-1980,Brasil,Brasil,Brasil,Urbano,55-59,Homens,132663.662511387,0,661378,1055235,0.125719543524795,0
1970-1980,Brasil,Brasil,Brasil,Urbano,55-59,Mulheres,159771.715017896,0,724013,1155835,0.138230556280001,0
1970-1980,Brasil,Brasil,Brasil,Urbano,55-59,Total,292435.377529283,0,1385391,2211070,0.132259665017065,0
1970-1980,Brasil,Brasil,Brasil,Urbano,60+,Homens,240518.827905209,0,1313895,2235421,0.107594420874282,0
1970-1980,Brasil,Brasil,Brasil,Urbano,60+,Mulheres,300572.19900997,0,1579377,2784202,0.10795631890573,0
1970-1980,Brasil,Brasil,Brasil,Urbano,60+,Total,541091.026915179,0,2893272,5019623,0.107795152527427,0
1970-1980,Brasil,Brasil,Brasil,Rural,0-4,Homens,-459014.848742699,-1377044.5462281,3530851,3121639,-0.147042899176586,-0.441128697529758
1970-1980,Brasil,Brasil,Brasil,Rural,0-4,Mulheres,-434361.99363955,-1303085.98091865,3469313,3062022,-0.141854628621071,-0.425563885863214
1970-1980,Brasil,Brasil,Brasil,Rural,0-4,Total,-893376.842382249,-2680130.52714675,7000164,6183661,-0.14447377409309,-0.433421322279269
1970-1980,Brasil,Brasil,Brasil,Rural,5-9,Homens,-1031411.23927267,-343803.746424224,3298804,2867492,-0.359691060785059,-0.119897020261686
1970-1980,Brasil,Brasil,Brasil,Rural,5-9,Mulheres,-1003837.76037882,-334612.586792941,3201174,2768847,-0.362547212026819,-0.120849070675606
1970-1980,Brasil,Brasil,Brasil,Rural,5-9,Total,-2035248.99965149,-678416.333217164,6499978,5636339,-0.361094142785147,-0.120364714261716
1970-1980,Brasil,Brasil,Brasil,Rural,10-14,Homens,-942990.391445059,0,2802773,2665002,-0.353842282836958,0
1970-1980,Brasil,Brasil,Brasil,Rural,10-14,Mulheres,-1057373.10880757,0,2679108,2521461,-0.419349380699351,0
1970-1980,Brasil,Brasil,Brasil,Rural,10-14,Total,-2000363.50025263,0,5481881,5186463,-0.385689341706019,0
1970-1980,Brasil,Brasil,Brasil,Rural,15-19,Homens,-987422.941452912,0,2303869,2259366,-0.437035407921033,0
1970-1980,Brasil,Brasil,Brasil,Rural,15-19,Mulheres,-1208670.20829533,0,2187559,2086841,-0.579186535196177,0
1970-1980,Brasil,Brasil,Brasil,Rural,15-19,Total,-2196093.14974824,0,4491428,4346207,-0.505289589232229,0
1970-1980,Brasil,Brasil,Brasil,Rural,20-24,Homens,-1011053.37612559,0,1758779,1660142,-0.609016202304134,0
1970-1980,Brasil,Brasil,Brasil,Rural,20-24,Mulheres,-1067498.63310736,0,1686507,1567845,-0.680870005075347,0
1970-1980,Brasil,Brasil,Brasil,Rural,20-24,Total,-2078552.00923295,0,3445286,3227987,-0.643915855061667,0
1970-1980,Brasil,Brasil,Brasil,Rural,25-29,Homens,-821319.115407289,0,1367366,1315023,-0.6245663500998,0
1970-1980,Brasil,Brasil,Brasil,Rural,25-29,Mulheres,-750382.67814594,0,1316643,1241899,-0.604221984352947,0
1970-1980,Brasil,Brasil,Brasil,Rural,25-29,Total,-1571701.79355323,0,2684009,2556922,-0.614685075865916,0
1970-1980,Brasil,Brasil,Brasil,Rural,30-34,Homens,-552369.03253328,0,1160114,1099930,-0.502185623206277,0
1970-1980,Brasil,Brasil,Brasil,Rural,30-34,Mulheres,-512485.541413022,0,1095058,1024608,-0.500177181334737,0
1970-1980,Brasil,Brasil,Brasil,Rural,30-34,Total,-1064854.5739463,0,2255172,2124538,-0.501217005271876,0
1970-1980,Brasil,Brasil,Brasil,Rural,35-39,Homens,-385981.954773143,0,1026145,958826,-0.402556829678318,0
1970-1980,Brasil,Brasil,Brasil,Rural,35-39,Mulheres,-358824.201427528,0,987423,911633,-0.393605981165148,0
1970-1980,Brasil,Brasil,Brasil,Rural,35-39,Total,-744806.156200671,0,2013568,1870459,-0.398194323532711,0
1970-1980,Brasil,Brasil,Brasil,Rural,40-44,Homens,-292358.380587916,0,942069,888747,-0.328955687713056,0
1970-1980,Brasil,Brasil,Brasil,Rural,40-44,Mulheres,-280920.171925627,0,839038,812119,-0.345910109141181,0
1970-1980,Brasil,Brasil,Brasil,Rural,40-44,Total,-573278.552513543,0,1781107,1700866,-0.337050980214516,0
1970-1980,Brasil,Brasil,Brasil,Rural,45-49,Homens,-235442.248426957,0,749684,709098,-0.3320306197831,0
1970-1980,Brasil,Brasil,Brasil,Rural,45-49,Mulheres,-246728.290031997,0,658338,648128,-0.380678338278853,0
1970-1980,Brasil,Brasil,Brasil,Rural,45-49,Total,-482170.538458953,0,1408022,1357226,-0.355261790194819,0
1970-1980,Brasil,Brasil,Brasil,Rural,50-54,Homens,-202227.176227597,0,643796,637375,-0.317281311986816,0
1970-1980,Brasil,Brasil,Brasil,Rural,50-54,Mulheres,-215259.028367905,0,550001,555760,-0.387323715934765,0
1970-1980,Brasil,Brasil,Brasil,Rural,50-54,Total,-417486.204595502,0,1193797,1193135,-0.349906929723377,0
1970-1980,Brasil,Brasil,Brasil,Rural,55-59,Homens,-149727.348636964,0,498774,505284,-0.296323154180548,0
1970-1980,Brasil,Brasil,Brasil,Rural,55-59,Mulheres,-167117.038880682,0,404200,424455,-0.393721451934086,0
1970-1980,Brasil,Brasil,Brasil,Rural,55-59,Total,-316844.387517646,0,902974,929739,-0.340788530456016,0
1970-1980,Brasil,Brasil,Brasil,Rural,60+,Homens,-321202.101985463,0,982076,1178032,-0.272659912451837,0
1970-1980,Brasil,Brasil,Brasil,Rural,60+,Mulheres,-351524.35087647,0,840832,1018337,-0.345194518981899,0
1970-1980,Brasil,Brasil,Brasil,Rural,60+,Total,-672726.452861933,0,1822908,2196369,-0.306290269468351,0
1970-1980,Brasil,Brasil,Brasil,Total,0-4,Homens,-103032.04350082,-309096.130502461,6969826,8308807,-0.0124003414089195,-0.0372010242267586
1970-1980,Brasil,Brasil,Brasil,Total,0-4,Mulheres,-82020.9117693251,-246062.735307975,6841773,8114710,-0.010107682439585,-0.0303230473187551
1970-1980,Brasil,Brasil,Brasil,Total,0-4,Total,-185052.955270146,-555158.865810437,13811599,16423517,-0.0112675595166459,-0.0338026785499377
1970-1980,Brasil,Brasil,Brasil,Total,5-9,Homens,-393407.444436225,-131135.814812075,6799851,7477318,-0.0526134430067339,-0.017537814335578
1970-1980,Brasil,Brasil,Brasil,Total,5-9,Mulheres,-345851.976879061,-115283.99229302,6659425,7296240,-0.047401398100811,-0.0158004660336037
1970-1980,Brasil,Brasil,Brasil,Total,5-9,Total,-739259.421315286,-246419.807105095,13459276,14773558,-0.0500393623063101,-0.0166797874354367
1970-1980,Brasil,Brasil,Brasil,Total,10-14,Homens,-532.846065653372,0,5934093,7158610,-0.0000744342918043268,0
1970-1980,Brasil,Brasil,Brasil,Total,10-14,Mulheres,-198.885501153593,0,5924843,7104196,-0.0000279954974712962,0
1970-1980,Brasil,Brasil,Brasil,Total,10-14,Total,-731.731566807022,0,11858936,14262806,-0.0000513034789092008,0
1970-1980,Brasil,Brasil,Brasil,Total,15-19,Homens,-1823.63580121723,0,4995358,6705829,-0.00027194785331049,0
1970-1980,Brasil,Brasil,Brasil,Total,15-19,Mulheres,-1251.63634350995,0,5257794,6869942,-0.000182190234431375,0
1970-1980,Brasil,Brasil,Brasil,Total,15-19,Total,-3075.27214472718,0,10253152,13575771,-0.000226526518805243,0
1970-1980,Brasil,Brasil,Brasil,Total,20-24,Homens,5031.0690492905,0,4037083,5673853,0.000886711208290116,0
1970-1980,Brasil,Brasil,Brasil,Total,20-24,Mulheres,-2198.58948468074,0,4248634,5839249,-0.00037651922099584,0
1970-1980,Brasil,Brasil,Brasil,Total,20-24,Total,2832.4795646097,0,8285717,11513102,0.00024602227658625,0
1970-1980,Brasil,Brasil,Brasil,Total,25-29,Homens,-5141.44613680482,0,3173241,4641328,-0.0011077532414871,0
1970-1980,Brasil,Brasil,Brasil,Total,25-29,Mulheres,-2815.77872411546,0,3330751,4800793,-0.00058652366892625,0
1970-1980,Brasil,Brasil,Brasil,Total,25-29,Total,-7957.22486092034,0,6503992,9442121,-0.000842737014376361,0
1970-1980,Brasil,Brasil,Brasil,Total,30-34,Homens,-7229.80909715997,0,2800611,3800498,-0.00190233203573847,0
1970-1980,Brasil,Brasil,Brasil,Total,30-34,Mulheres,-3269.22063496447,0,2864230,3885705,-0.00084134555633134,0
1970-1980,Brasil,Brasil,Brasil,Total,30-34,Total,-10499.0297321244,0,5664841,7686203,-0.0013659579030276,0
1970-1980,Brasil,Brasil,Brasil,Total,35-39,Homens,-9306.39881645284,0,2502094,3126394,-0.00297671976611164,0
1970-1980,Brasil,Brasil,Brasil,Total,35-39,Mulheres,-4277.97809501918,0,2587150,3226389,-0.00132593375907839,0
1970-1980,Brasil,Brasil,Brasil,Total,35-39,Total,-13584.376911472,0,5089244,6352783,-0.00213833479145629,0
1970-1980,Brasil,Brasil,Brasil,Total,40-44,Homens,-12192.9113754919,0,2288223,2853809,-0.00427250435312662,0
1970-1980,Brasil,Brasil,Brasil,Total,40-44,Mulheres,-5632.26449520339,0,2247310,2869997,-0.00196246354794217,0
1970-1980,Brasil,Brasil,Brasil,Total,40-44,Total,-17825.1758706953,0,4535533,5723806,-0.00311421733557973,0
1970-1980,Brasil,Brasil,Brasil,Total,45-49,Homens,-15102.5523843812,0,1795006,2300980,-0.00656353048891396,0
1970-1980,Brasil,Brasil,Brasil,Total,45-49,Mulheres,-7698.28981183426,0,1751825,2352372,-0.00327256480345552,0
1970-1980,Brasil,Brasil,Brasil,Total,45-49,Total,-22800.8421962155,0,3546831,4653352,-0.00489987479911589,0
1970-1980,Brasil,Brasil,Brasil,Total,50-54,Homens,-16630.8843104462,0,1486348,2035745,-0.00816943394700523,0
1970-1980,Brasil,Brasil,Brasil,Total,50-54,Mulheres,-8612.48962924062,0,1453984,2073480,-0.00415364007814911,0
1970-1980,Brasil,Brasil,Brasil,Total,50-54,Total,-25243.3739396868,0,2940332,4109225,-0.00614309850146604,0
1970-1980,Brasil,Brasil,Brasil,Total,55-59,Homens,-17007.6634611602,0,1160152,1560519,-0.0108987224514153,0
1970-1980,Brasil,Brasil,Brasil,Total,55-59,Mulheres,-9500.80176374249,0,1128213,1580290,-0.00601206219348505,0
1970-1980,Brasil,Brasil,Brasil,Total,55-59,Total,-26508.4652249027,0,2288365,3140809,-0.00844001186474652,0
1970-1980,Brasil,Brasil,Brasil,Total,60+,Homens,-64549.1275132632,0,2295971,3413453,-0.0189102142356327,0
1970-1980,Brasil,Brasil,Brasil,Total,60+,Mulheres,-54798.3927847339,0,2420209,3802539,-0.0144110008562,0
1970-1980,Brasil,Brasil,Brasil,Total,60+,Total,-119347.520297997,0,4716180,7215992,-0.0165393088431912,0
1960-1970,Norte,AC,Acre,Urbano,Total,Homens,5172.28236246143,571.781067179216,16169,28845,0.179312961083773,0.0198225365636754
1960-1970,Norte,AC,Acre,Urbano,Total,Mulheres,6134.61111074505,552.832327074677,16512,30383,0.201909327938158,0.018195449003544
1960-1970,Norte,AC,Acre,Urbano,Total,Total,11306.8934732065,1124.61339425389,32681,59228,0.19090452949967,0.0189878671279444
1960-1970,Norte,AC,Acre,Rural,Total,Homens,-14445.6816190944,-5437.16371325245,67748,83211,-0.173603028675228,-0.0653418864483355
1960-1970,Norte,AC,Acre,Rural,Total,Mulheres,-16612.4680607115,-5705.94943615952,57655,72579,-0.22888808141076,-0.0786170853299098
1960-1970,Norte,AC,Acre,Rural,Total,Total,-31058.1496798059,-11143.113149412,125403,155790,-0.199359071055946,-0.0715264981668398
1960-1970,Norte,AC,Acre,Total,Total,Homens,-8477.60871863001,-3687.12799409968,83917,112056,-0.075655107434051,-0.0329043334948569
1960-1970,Norte,AC,Acre,Total,Total,Mulheres,-9697.95450060875,-4009.01646542078,74167,102962,-0.0941896476429047,-0.0389368550088458
1960-1970,Norte,AC,Acre,Total,Total,Total,-18175.5632192388,-7696.14445952046,158084,215018,-0.0845304263793672,-0.0357930241166808
1960-1970,Norte,AM,Amazonas,Urbano,Total,Homens,28982.2469739136,3274.30769186571,111868,194617,0.148919400534967,0.0168243662776926
1960-1970,Norte,AM,Amazonas,Urbano,Total,Mulheres,35540.8944402909,3738.66505042092,120686,210587,0.168770600465797,0.017753541531153
1960-1970,Norte,AM,Amazonas,Urbano,Total,Total,64523.1414142045,7012.97274228663,232554,405204,0.159236190694575,0.0173072643465677
1960-1970,Norte,AM,Amazonas,Rural,Total,Homens,-69893.6225942002,-26069.3972646826,250420,286182,-0.244227878043344,-0.0910937699250217
1960-1970,Norte,AM,Amazonas,Rural,Total,Mulheres,-73035.7527334752,-24573.063453614,223150,261420,-0.279380891796631,-0.0939984066009258
1960-1970,Norte,AM,Amazonas,Rural,Total,Total,-142929.375327675,-50642.4607182966,473570,547602,-0.261009593331791,-0.0924804159194024
1960-1970,Norte,AM,Amazonas,Total,Total,Homens,-37322.1176005918,-17446.62093964,362288,480799,-0.0776251980569673,-0.0362867246804589
1960-1970,Norte,AM,Amazonas,Total,Total,Mulheres,-34033.8517531076,-15660.2827535152,343836,472007,-0.0721045487738691,-0.0331780731080582
1960-1970,Norte,AM,Amazonas,Total,Total,Total,-71355.9693536995,-33106.9036931552,706124,952806,-0.0748903442607409,-0.0347467414071229
1960-1970,Norte,AP,Amapá,Urbano,Total,Homens,3748.33632757485,547.804332553764,17120,30386,0.123357346395539,0.0180281818124717
1960-1970,Norte,AP,Amapá,Urbano,Total,Mulheres,4648.93310963789,720.365775445934,17646,32025,0.145165748934829,0.0224938571567817
1960-1970,Norte,AP,Amapá,Urbano,Total,Total,8397.26943721274,1268.1701079997,34766,62411,0.134547907215278,0.0203196569194485
1960-1970,Norte,AP,Amapá,Rural,Total,Homens,1392.11388857662,307.00916551806,17198,27043,0.0514777905031476,0.0113526297200037
1960-1970,Norte,AP,Amapá,Rural,Total,Mulheres,451.146275773483,351.756533815241,15596,24815,0.0181803858864994,0.0141751575182446
1960-1970,Norte,AP,Amapá,Rural,Total,Total,1843.2601643501,658.765699333301,32794,51858,0.0355443743366521,0.0127032608147885
1960-1970,Norte,AP,Amapá,Total,Total,Homens,5159.16026578793,873.573211022481,34318,57429,0.0898354536173001,0.0152113603061603
1960-1970,Norte,AP,Amapá,Total,Total,Mulheres,5130.61376422613,1089.2189293927,33242,56840,0.0902641408203048,0.019162894605783
1960-1970,Norte,AP,Amapá,Total,Total,Total,10289.7740300141,1962.79214041519,67560,114269,0.0900486923838841,0.0171769433565988
1960-1970,Norte,PA,Pará,Urbano,Total,Homens,59673.2387994954,6926.68977528184,293003,485594,0.122887100745675,0.0142643644181803
1960-1970,Norte,PA,Pará,Urbano,Total,Mulheres,81202.6947499066,7783.58464279687,321131,534494,0.151924427121552,0.0145625295004188
1960-1970,Norte,PA,Pará,Urbano,Total,Total,140875.933549402,14710.2744180787,614134,1020088,0.138101745682139,0.0144205935351447
1960-1970,Norte,PA,Pará,Rural,Total,Homens,-67951.0609204738,-28149.0823185655,475195,599185,-0.113405811094193,-0.0469789502717283
1960-1970,Norte,PA,Pará,Rural,Total,Mulheres,-94132.7812118667,-27438.6933460881,436996,542553,-0.173499697194314,-0.0505732957814041
