decada,nome_regiao,estado,nome_estado,urbano_rural,grupo_etario,sexid,saldo_migratorio,saldo_migratorio_indireto,populacao_t,populacao_t_10,taxa_liquida_migracao,taxa_liquida_migracao_ind
1970-1980,Centro-Oeste,GO,Goiás,Total,50-54,Mulheres,-2535.93807924946,0,36225,52371,-0.0484225636182134,0
1970-1980,Centro-Oeste,GO,Goiás,Total,50-54,Total,-4827.31567978751,0,78278,112030,-0.0430894910272919,0
1970-1980,Centro-Oeste,GO,Goiás,Total,55-59,Homens,-2055.99804513888,0,30740,44250,-0.0464632326585057,0
1970-1980,Centro-Oeste,GO,Goiás,Total,55-59,Mulheres,-1818.26473020297,0,26413,39125,-0.04647321994129,0
1970-1980,Centro-Oeste,GO,Goiás,Total,55-59,Total,-3874.26277534185,0,57153,83375,-0.04646791934443,0
1970-1980,Centro-Oeste,GO,Goiás,Total,60+,Homens,-1753.86699356788,0,53396,89910,-0.0195069179576007,0
1970-1980,Centro-Oeste,GO,Goiás,Total,60+,Mulheres,-3687.42869607933,0,48847,84596,-0.0435886885441312,0
1970-1980,Centro-Oeste,GO,Goiás,Total,60+,Total,-5441.2956896472,0,102243,174506,-0.0311811381250341,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,0-4,Homens,10802.6376747933,32407.91302438,88693,163785,0.0659562089006523,0.197868626701957
1970-1980,Centro-Oeste,GO,Goiás,Urbano,0-4,Mulheres,10669.2173960881,32007.6521882644,87093,159053,0.0670796363230379,0.201238908969114
1970-1980,Centro-Oeste,GO,Goiás,Urbano,0-4,Total,21471.8550708815,64415.5652126444,175786,322838,0.0665096892896173,0.199529067868852
1970-1980,Centro-Oeste,GO,Goiás,Urbano,5-9,Homens,35862.0503043946,11954.0167681315,93054,156032,0.229837791635015,0.0766125972116715
1970-1980,Centro-Oeste,GO,Goiás,Urbano,5-9,Mulheres,36562.8102856253,12187.6034285418,91960,153328,0.23846140486816,0.0794871349560535
1970-1980,Centro-Oeste,GO,Goiás,Urbano,5-9,Total,72424.8605900199,24141.6201966733,185014,309360,0.234111910363395,0.078037303454465
1970-1980,Centro-Oeste,GO,Goiás,Urbano,10-14,Homens,64354.477730141,0,84584,155886,0.41283038714279,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,10-14,Mulheres,71393.0703911863,0,89729,162221,0.440097585338435,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,10-14,Total,135747.548121327,0,174313,318107,0.426735495042006,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,15-19,Homens,52756.0426040069,0,69905,144714,0.3645538275772,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,15-19,Mulheres,61921.6281850605,0,81128,156930,0.394581202988979,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,15-19,Total,114677.670789067,0,151033,301644,0.380175540667368,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,20-24,Homens,35358.2821349937,0,53907,116345,0.303908910008971,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,20-24,Mulheres,35747.7605334255,0,59585,124346,0.287486212129264,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,20-24,Total,71106.0426684193,0,113492,240691,0.295424601121019,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,25-29,Homens,26290.156799715,0,41384,91515,0.287277023435666,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,25-29,Mulheres,24253.515718111,0,44886,98526,0.246163608774445,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,25-29,Total,50543.6725178259,0,86270,190041,0.265961937254729,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,30-34,Homens,23131.2697872782,0,36433,74165,0.311889298014942,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,30-34,Mulheres,24147.9025244535,0,38650,78834,0.306313297872155,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,30-34,Total,47279.1723117317,0,75083,152999,0.309016217829735,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,35-39,Homens,22836.9818695756,0,32726,63907,0.357347111733857,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,35-39,Mulheres,22060.5868334537,0,34541,65737,0.335588585324151,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,35-39,Total,44897.5687030293,0,67267,129644,0.346314281440169,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,40-44,Homens,20544.9092618488,0,28596,58020,0.354100469869852,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,40-44,Mulheres,16736.748991036,0,27877,55697,0.300496417958526,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,40-44,Total,37281.6582528848,0,56473,113717,0.32784595313704,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,45-49,Homens,13625.2790098048,0,21648,44093,0.309012292422942,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,45-49,Mulheres,11617.8564534804,0,21276,43276,0.268459572360671,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,45-49,Total,25243.1354632852,0,42924,87369,0.288925539531014,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,50-54,Homens,9492.19329327626,0,17068,35351,0.268512723636566,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,50-54,Mulheres,8671.05348267272,0,17029,34662,0.250160218183392,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,50-54,Total,18163.246775949,0,34097,70013,0.259426774683973,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,55-59,Homens,6728.97278272883,0,12394,25967,0.259135548300875,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,55-59,Mulheres,6811.93678037632,0,12788,26278,0.259225845969112,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,55-59,Total,13540.9095631051,0,25182,52245,0.259180965893485,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,60+,Homens,15952.7053829703,0,22633,53566,0.297814012302025,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,60+,Mulheres,15370.1795892931,0,24074,57953,0.265218014413285,0
1970-1980,Centro-Oeste,GO,Goiás,Urbano,60+,Total,31322.8849722634,0,46707,111519,0.280874873091252,0
1960-1970,Nordeste,MA,Maranhão,Rural,0-4,Homens,-19572.0668902369,-58716.2006707106,178956,191418,-0.102247786990967,-0.3067433609729
1960-1970,Nordeste,MA,Maranhão,Rural,0-4,Mulheres,-17853.5801760859,-53560.7405282578,169440,191028,-0.0934605407379333,-0.2803816222138
1960-1970,Nordeste,MA,Maranhão,Rural,0-4,Total,-37425.6470663228,-112276.941198968,348396,382446,-0.0978586442695774,-0.293575932808732
1960-1970,Nordeste,MA,Maranhão,Rural,5-9,Homens,-24517.8348098037,-8172.6116032679,172088,181086,-0.13539332035499,-0.0451311067849966
1960-1970,Nordeste,MA,Maranhão,Rural,5-9,Mulheres,-24249.78464545,-8083.26154848334,159019,176029,-0.137760168185072,-0.0459200560616906
1960-1970,Nordeste,MA,Maranhão,Rural,5-9,Total,-48767.6194552537,-16255.8731517512,331107,357115,-0.13655998615363,-0.0455199953845435
1960-1970,Nordeste,MA,Maranhão,Rural,10-14,Homens,-36817.7577319791,0,138958,148542,-0.247860926417977,0
1960-1970,Nordeste,MA,Maranhão,Rural,10-14,Mulheres,-38772.9244926964,0,127051,141898,-0.273245038638292,0
1960-1970,Nordeste,MA,Maranhão,Rural,10-14,Total,-75590.6822246755,0,266009,290440,-0.260262643660224,0
1960-1970,Nordeste,MA,Maranhão,Rural,15-19,Homens,-45662.7238730127,0,109703,119952,-0.380674968929344,0
1960-1970,Nordeste,MA,Maranhão,Rural,15-19,Mulheres,-47039.5387082287,0,107489,120036,-0.391878592324209,0
1960-1970,Nordeste,MA,Maranhão,Rural,15-19,Total,-92702.2625812414,0,217192,239988,-0.386278741358907,0
1960-1970,Nordeste,MA,Maranhão,Rural,20-24,Homens,-33915.812793694,0,88525,96301,-0.352185468413557,0
1960-1970,Nordeste,MA,Maranhão,Rural,20-24,Mulheres,-28562.6780453278,0,91118,97914,-0.291711890488876,0
1960-1970,Nordeste,MA,Maranhão,Rural,20-24,Total,-62478.4908390218,0,179643,194215,-0.321697556002481,0
1960-1970,Nordeste,MA,Maranhão,Rural,25-29,Homens,-19836.6525796293,0,73366,79960,-0.248082198344539,0
1960-1970,Nordeste,MA,Maranhão,Rural,25-29,Mulheres,-15378.4078360959,0,74829,80639,-0.190706827169184,0
1960-1970,Nordeste,MA,Maranhão,Rural,25-29,Total,-35215.0604157252,0,148195,160599,-0.219273223467924,0
1960-1970,Nordeste,MA,Maranhão,Rural,30-34,Homens,-12988.4039777897,0,60219,68533,-0.189520435086596,0
1960-1970,Nordeste,MA,Maranhão,Rural,30-34,Mulheres,-14484.8743975147,0,57956,65736,-0.220349190664395,0
1960-1970,Nordeste,MA,Maranhão,Rural,30-34,Total,-27473.2783753044,0,118175,134269,-0.204613711097158,0
1960-1970,Nordeste,MA,Maranhão,Rural,35-39,Homens,-11545.8967124248,0,54189,59955,-0.192576043906676,0
1960-1970,Nordeste,MA,Maranhão,Rural,35-39,Mulheres,-14116.5462090598,0,52193,57324,-0.24625891788884,0
1960-1970,Nordeste,MA,Maranhão,Rural,35-39,Total,-25662.4429214846,0,106382,117279,-0.218815328588107,0
1960-1970,Nordeste,MA,Maranhão,Rural,40-44,Homens,-8962.02862129356,0,46238,51569,-0.173787132216905,0
1960-1970,Nordeste,MA,Maranhão,Rural,40-44,Mulheres,-12049.34534792,0,40158,45120,-0.2670510937039,0
1960-1970,Nordeste,MA,Maranhão,Rural,40-44,Total,-21011.3739692135,0,86396,96689,-0.217308835226484,0
1960-1970,Nordeste,MA,Maranhão,Rural,45-49,Homens,-10745.5802499002,0,37161,37887,-0.283621829384754,0
1960-1970,Nordeste,MA,Maranhão,Rural,45-49,Mulheres,-11960.3606201858,0,32411,33535,-0.356653067546914,0
1960-1970,Nordeste,MA,Maranhão,Rural,45-49,Total,-22705.940870086,0,69572,71422,-0.317912420123855,0
1960-1970,Nordeste,MA,Maranhão,Rural,50-54,Homens,-8632.12866641562,0,28696,32115,-0.268788063721489,0
1960-1970,Nordeste,MA,Maranhão,Rural,50-54,Mulheres,-8243.10242940793,0,24823,28351,-0.290751734662196,0
1960-1970,Nordeste,MA,Maranhão,Rural,50-54,Total,-16875.2310958235,0,53519,60466,-0.279086281477583,0
1960-1970,Nordeste,MA,Maranhão,Rural,55-59,Homens,-6001.70565059742,0,18576,24347,-0.24650698856522,0
1960-1970,Nordeste,MA,Maranhão,Rural,55-59,Mulheres,-6183.50042696344,0,15843,21136,-0.292557741623933,0
1960-1970,Nordeste,MA,Maranhão,Rural,55-59,Total,-12185.2060775609,0,34419,45483,-0.267906824034493,0
1960-1970,Nordeste,MA,Maranhão,Rural,60+,Homens,-8028.05899723231,0,36961,45449,-0.176638847878552,0
1960-1970,Nordeste,MA,Maranhão,Rural,60+,Mulheres,-10270.7360613141,0,34001,41060,-0.250139699496203,0
1960-1970,Nordeste,MA,Maranhão,Rural,60+,Total,-18298.7950585464,0,70962,86509,-0.211524755326572,0
1960-1970,Nordeste,MA,Maranhão,Total,0-4,Homens,-14400.3832334087,-43201.1497002262,213112,250169,-0.0575626206021079,-0.172687861806324
1960-1970,Nordeste,MA,Maranhão,Total,0-4,Mulheres,-12388.3723645188,-37165.1170935565,203032,249937,-0.0495659800850568,-0.14869794025517
1960-1970,Nordeste,MA,Maranhão,Total,0-4,Total,-26788.7555979276,-80366.2667937828,416144,500106,-0.0535661551709589,-0.160698465512877
1960-1970,Nordeste,MA,Maranhão,Total,5-9,Homens,-14626.4648152468,-4875.48827174894,203780,236757,-0.0617783838080683,-0.0205927946026894
1960-1970,Nordeste,MA,Maranhão,Total,5-9,Mulheres,-13267.4421146467,-4422.48070488223,190379,232071,-0.0571697545778951,-0.0190565848592984
1960-1970,Nordeste,MA,Maranhão,Total,5-9,Total,-27893.9069298935,-9297.96897663117,394159,468828,-0.059497101132811,-0.0198323670442703
1960-1970,Nordeste,MA,Maranhão,Total,10-14,Homens,-22636.3913855906,0,166728,197975,-0.114339645842104,0
1960-1970,Nordeste,MA,Maranhão,Total,10-14,Mulheres,-19218.3419144011,0,156317,197124,-0.0974936685254006,0
